target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
2021aefx_22S-02,2022-11-26 10:19:40.008,2022-11-26 10:24:00.008,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2022-11-26 10:24:00.008,2022-11-26 10:26:00.008,2.0,,,[],,
2022ihz_22S-02,2022-11-26 10:26:00.008,2022-11-26 10:30:20.008,4.33,0h38m51.21533333s,-3d36m25.46s,{'filter': 'V'},180,1
TransitionBlock,2022-11-26 10:30:20.008,2022-11-26 10:30:40.008,0.33,,,[],,
2022aaaw_22S-02,2022-11-26 10:30:40.008,2022-11-26 10:35:00.008,4.33,0h04m24.71s,+1d21m42.9s,{'filter': 'V'},180,1
TransitionBlock,2022-11-26 10:35:00.008,2022-11-26 10:35:20.008,0.33,,,[],,
2022zxj_22S-02,2022-11-26 10:35:20.008,2022-11-26 10:39:40.008,4.33,0h00m03.43866667s,-2d18m02.81s,{'filter': 'V'},180,1
TransitionBlock,2022-11-26 10:39:40.008,2022-11-26 10:40:20.008,0.67,,,[],,
2022zut_22S-02,2022-11-26 10:40:20.008,2022-11-26 10:44:40.008,4.33,0h46m43.92133333s,+11d28m10.9s,{'filter': 'V'},180,1
TransitionBlock,2022-11-26 10:44:40.008,2022-11-26 10:45:20.008,0.67,,,[],,
2022yxp_22S-02,2022-11-26 10:45:20.008,2022-11-26 10:49:40.008,4.33,0h19m44.37466667s,+1d49m06.9s,{'filter': 'V'},180,1
TransitionBlock,2022-11-26 10:49:40.008,2022-11-26 10:50:40.008,1.0,,,[],,
2022xxu_22S-02,2022-11-26 10:50:40.008,2022-11-26 10:55:00.008,4.33,1h23m44.00733333s,+17d48m13.52s,{'filter': 'V'},180,1
TransitionBlock,2022-11-26 10:55:00.008,2022-11-26 10:56:40.008,1.67,,,[],,
2022ydu_22S-02,2022-11-26 10:56:40.008,2022-11-26 11:01:00.008,4.33,0h43m09.39133333s,-24d27m04.27s,{'filter': 'V'},180,1
TransitionBlock,2022-11-26 11:01:00.008,2022-11-26 11:02:00.008,1.0,,,[],,
2022xbu_22S-02,2022-11-26 11:02:00.008,2022-11-26 11:06:20.008,4.33,1h25m19.71333333s,-6d26m14.96s,{'filter': 'V'},180,1
TransitionBlock,2022-11-26 11:06:20.008,2022-11-26 11:11:20.008,5.0,,,['filter:V to R'],,
C2014_UN271_22S-01,2022-11-26 11:11:20.008,2022-11-26 11:14:40.008,3.33,2h38m33.59s,-61d27m38.4s,{'filter': 'R'},120,1
TransitionBlock,2022-11-26 11:14:40.008,2022-11-26 11:16:00.008,1.33,,,[],,
2022yvv_22S-05,2022-11-26 11:16:00.008,2022-11-26 11:22:20.008,6.33,2h41m43.017s,-22d48m51.32988s,{'filter': 'R'},300,1
TransitionBlock,2022-11-26 11:22:20.008,2022-11-26 11:23:20.008,1.0,,,[],,
C2022_R6_22S-01,2022-11-26 11:23:40.012,2022-11-26 11:27:00.012,3.33,3h22m52.07s,-43d07m45.8s,{'filter': 'R'},120,1
TransitionBlock,2022-11-26 11:27:00.012,2022-11-26 11:28:00.012,1.0,,,[],,
2022_QE78_22S-01,2022-11-26 11:28:20.012,2022-11-26 12:10:20.012,42.0,3h31m36.04s,-21d32m53.1s,{'filter': 'R'},60,18
TransitionBlock,2022-11-26 12:10:20.012,2022-11-26 12:13:00.012,2.67,,,[],,
C2022_F1_22S-01,2022-11-26 12:13:00.012,2022-11-26 12:49:40.012,36.67,19h50m58.48s,-70d25m41.8s,{'filter': 'R'},120,11
TransitionBlock,2022-11-26 12:49:40.012,2022-11-26 12:52:00.012,2.33,,,[],,
C2019_F1_22S-01,2022-11-26 12:52:00.012,2022-11-26 13:38:00.012,46.0,1h20m42.59s,-23d33m32s,{'filter': 'R'},30,25
TransitionBlock,2022-11-26 13:38:00.012,2022-11-26 13:40:00.012,2.0,,,[],,
2022yxp_22S-05,2022-11-26 13:40:00.012,2022-11-26 13:46:20.012,6.33,4h56m05.623992s,+1d49m06.89988s,{'filter': 'R'},300,1
TransitionBlock,2022-11-26 13:46:20.012,2022-11-26 13:48:00.012,1.67,,,[],,
2022yjy_22S-05,2022-11-26 13:51:20.017,2022-11-26 13:57:40.017,6.33,7h41m40.863s,+8d59m54.83004s,{'filter': 'R'},300,1
TransitionBlock,2022-11-26 13:57:40.017,2022-11-26 14:00:40.017,3.0,,,[],,
C2019_E3_22S-01,2022-11-26 14:01:00.018,2022-11-26 14:43:00.018,42.0,7h54m13.64s,-74d11m07.6s,{'filter': 'R'},60,18
TransitionBlock,2022-11-26 14:43:00.018,2022-11-26 14:45:00.018,2.0,,,[],,
C2022_E2_22S-01,2022-11-26 14:45:20.019,2022-11-26 15:31:20.019,46.0,10h34m06.94s,-19d41m57.5s,{'filter': 'R'},30,25
TransitionBlock,2022-11-26 15:31:20.019,2022-11-26 15:32:20.019,1.0,,,[],,
157P_22S-01,2022-11-26 15:32:40.021,2022-11-26 16:18:40.021,46.0,10h43m04.32s,+3d05m25.6s,{'filter': 'R'},30,25
