target,start time (UTC),start time (local),end time (UTC),end time (local),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2022_U3_22S01,2025-02-26 09:44:20.004,2025-02-26 22:44:20.004000,2025-02-26 10:03:40.004,2025-02-26 23:03:40.004000,19.333333333333293,7h36m25.25s,-1d08m03s,"{'filter': 'g', 'magnitude': 17, 'rate (""/min)': 0.14}",60,18
TransitionBlock,2025-02-26 10:03:40.004,2025-02-26 23:03:40.004000,2025-02-26 10:04:00.004,2025-02-26 23:04:00.004000,0.3333333333333588,,,['filter:g to r'],,
C2022_U3_22S01,2025-02-26 10:04:00.004,2025-02-26 23:04:00.004000,2025-02-26 10:23:20.004,2025-02-26 23:23:20.004000,19.333333333333293,7h36m25.25s,-1d08m03s,"{'filter': 'r', 'magnitude': 17, 'rate (""/min)': 0.14}",60,18
TransitionBlock,2025-02-26 10:23:20.004,2025-02-26 23:23:20.004000,2025-02-26 10:23:40.004,2025-02-26 23:23:40.004000,0.3333333333333588,,,['filter:r to i'],,
C2022_U3_22S01,2025-02-26 10:23:40.004,2025-02-26 23:23:40.004000,2025-02-26 10:43:00.004,2025-02-26 23:43:00.004000,19.333333333333293,7h36m25.25s,-1d08m03s,"{'filter': 'i', 'magnitude': 17, 'rate (""/min)': 0.14}",60,18
TransitionBlock,2025-02-26 10:43:00.004,2025-02-26 23:43:00.004000,2025-02-26 10:44:20.004,2025-02-26 23:44:20.004000,1.3333333333333552,,,['filter:i to g'],,
C2022_L2_22S01,2025-02-26 10:44:20.004,2025-02-26 23:44:20.004000,2025-02-26 10:58:40.004,2025-02-26 23:58:40.004000,14.333333333333309,6h29m20.28s,-34d27m29.7s,"{'filter': 'g', 'magnitude': 17, 'rate (""/min)': 0.84}",30,25
TransitionBlock,2025-02-26 10:58:40.004,2025-02-26 23:58:40.004000,2025-02-26 10:59:00.004,2025-02-26 23:59:00.004000,0.3333333333333588,,,['filter:g to r'],,
C2022_L2_22S01,2025-02-26 10:59:00.004,2025-02-26 23:59:00.004000,2025-02-26 11:13:20.004,2025-02-27 00:13:20.004000,14.333333333333309,6h29m20.28s,-34d27m29.7s,"{'filter': 'r', 'magnitude': 17, 'rate (""/min)': 0.84}",30,25
TransitionBlock,2025-02-26 11:13:20.004,2025-02-27 00:13:20.004000,2025-02-26 11:13:40.004,2025-02-27 00:13:40.004000,0.3333333333333588,,,['filter:r to i'],,
C2022_L2_22S01,2025-02-26 11:13:40.004,2025-02-27 00:13:40.004000,2025-02-26 11:28:00.004,2025-02-27 00:28:00.004000,14.333333333333309,6h29m20.28s,-34d27m29.7s,"{'filter': 'i', 'magnitude': 17, 'rate (""/min)': 0.84}",30,25
TransitionBlock,2025-02-26 11:28:00.004,2025-02-27 00:28:00.004000,2025-02-26 11:30:20.004,2025-02-27 00:30:20.004000,2.3333333333333517,,,[],,
29P_22S01,2025-02-26 11:40:40.012,2025-02-27 00:40:40.012000,2025-02-26 11:55:00.012,2025-02-27 00:55:00.012000,14.333333333333309,9h49m40.34s,+9d57m45.4s,"{'filter': 'i', 'magnitude': 17, 'rate (""/min)': 0.28}",30,25
TransitionBlock,2025-02-26 11:55:00.012,2025-02-27 00:55:00.012000,2025-02-26 11:55:20.012,2025-02-27 00:55:20.012000,0.3333333333333588,,,['filter:i to g'],,
29P_22S01,2025-02-26 11:55:40.013,2025-02-27 00:55:40.013000,2025-02-26 12:10:00.013,2025-02-27 01:10:00.013000,14.333333333333469,9h49m40.34s,+9d57m45.4s,"{'filter': 'g', 'magnitude': 17, 'rate (""/min)': 0.28}",30,25
TransitionBlock,2025-02-26 12:10:00.013,2025-02-27 01:10:00.013000,2025-02-26 12:10:20.013,2025-02-27 01:10:20.013000,0.33333333333327886,,,['filter:g to r'],,
29P_22S01,2025-02-26 12:10:20.013,2025-02-27 01:10:20.013000,2025-02-26 12:24:40.013,2025-02-27 01:24:40.013000,14.333333333333389,9h49m40.34s,+9d57m45.4s,"{'filter': 'r', 'magnitude': 17, 'rate (""/min)': 0.28}",30,25
TransitionBlock,2025-02-26 12:24:40.013,2025-02-27 01:24:40.013000,2025-02-26 12:26:40.013,2025-02-27 01:26:40.013000,1.999999999999993,,,['filter:r to g'],,
C2024_A1_22S01,2025-02-26 12:26:40.013,2025-02-27 01:26:40.013000,2025-02-26 12:41:00.013,2025-02-27 01:41:00.013000,14.333333333333389,6h38m13.77s,-7d34m22.2s,"{'filter': 'g', 'magnitude': 16, 'rate (""/min)': 0.91}",30,25
TransitionBlock,2025-02-26 12:41:00.013,2025-02-27 01:41:00.013000,2025-02-26 12:41:20.013,2025-02-27 01:41:20.013000,0.33333333333327886,,,['filter:g to r'],,
C2024_A1_22S01,2025-02-26 12:41:20.013,2025-02-27 01:41:20.013000,2025-02-26 12:55:40.013,2025-02-27 01:55:40.013000,14.333333333333389,6h38m13.77s,-7d34m22.2s,"{'filter': 'r', 'magnitude': 16, 'rate (""/min)': 0.91}",30,25
TransitionBlock,2025-02-26 12:55:40.013,2025-02-27 01:55:40.013000,2025-02-26 12:58:40.013,2025-02-27 01:58:40.013000,2.9999999999999893,,,['filter:r to i'],,
C2019_L3_22S01,2025-02-26 13:09:00.016,2025-02-27 02:09:00.016000,2025-02-26 13:28:20.016,2025-02-27 02:28:20.016000,19.33333333333337,12h29m37.16s,-59d57m56.9s,"{'filter': 'i', 'magnitude': 18, 'rate (""/min)': 0.17}",60,18
TransitionBlock,2025-02-26 13:28:20.016,2025-02-27 02:28:20.016000,2025-02-26 13:28:40.016,2025-02-27 02:28:40.016000,0.33333333333327886,,,['filter:i to r'],,
C2019_L3_22S01,2025-02-26 13:29:00.016,2025-02-27 02:29:00.016000,2025-02-26 13:48:20.016,2025-02-27 02:48:20.016000,19.33333333333337,12h29m37.16s,-59d57m56.9s,"{'filter': 'r', 'magnitude': 18, 'rate (""/min)': 0.17}",60,18
TransitionBlock,2025-02-26 13:48:20.016,2025-02-27 02:48:20.016000,2025-02-26 13:51:00.016,2025-02-27 02:51:00.016000,2.6666666666667105,,,['filter:r to i'],,
2024_OC2_22S01,2025-02-26 13:51:20.017,2025-02-27 02:51:20.017000,2025-02-26 13:53:20.017,2025-02-27 02:53:20.017000,1.999999999999993,11h42m21.39s,+9d22m27.9s,"{'filter': 'i', 'magnitude': 20, 'rate (""/min)': 1.22}",120,1
TransitionBlock,2025-02-26 13:53:20.017,2025-02-27 02:53:20.017000,2025-02-26 13:53:40.017,2025-02-27 02:53:40.017000,0.33333333333327886,,,['filter:i to g'],,
2024_OC2_22S01,2025-02-26 13:54:00.017,2025-02-27 02:54:00.017000,2025-02-26 13:56:00.017,2025-02-27 02:56:00.017000,1.999999999999993,11h42m21.39s,+9d22m27.9s,"{'filter': 'g', 'magnitude': 20, 'rate (""/min)': 1.22}",120,1
TransitionBlock,2025-02-26 13:56:00.017,2025-02-27 02:56:00.017000,2025-02-26 13:56:20.017,2025-02-27 02:56:20.017000,0.33333333333327886,,,['filter:g to r'],,
2024_OC2_22S01,2025-02-26 13:56:20.017,2025-02-27 02:56:20.017000,2025-02-26 13:58:20.017,2025-02-27 02:58:20.017000,1.999999999999993,11h42m21.39s,+9d22m27.9s,"{'filter': 'r', 'magnitude': 20, 'rate (""/min)': 1.22}",120,1
TransitionBlock,2025-02-26 13:58:20.017,2025-02-27 02:58:20.017000,2025-02-26 14:01:00.017,2025-02-27 03:01:00.017000,2.6666666666667105,,,['filter:r to g'],,
C2019_L3_22S01,2025-02-26 14:06:20.018,2025-02-27 03:06:20.018000,2025-02-26 14:25:40.018,2025-02-27 03:25:40.018000,19.33333333333337,12h29m37.16s,-59d57m56.9s,"{'filter': 'g', 'magnitude': 18, 'rate (""/min)': 0.17}",60,18
TransitionBlock,2025-02-26 14:25:40.018,2025-02-27 03:25:40.018000,2025-02-26 14:26:40.018,2025-02-27 03:26:40.018000,0.9999999999999964,,,['filter:g to i'],,
C2022_S4_22S01,2025-02-26 14:27:00.019,2025-02-27 03:27:00.019000,2025-02-26 14:41:20.019,2025-02-27 03:41:20.019000,14.33333333333323,15h43m17.21s,-56d34m35.1s,"{'filter': 'i', 'magnitude': 17, 'rate (""/min)': 0.25}",30,25
TransitionBlock,2025-02-26 14:41:20.019,2025-02-27 03:41:20.019000,2025-02-26 14:41:40.019,2025-02-27 03:41:40.019000,0.33333333333327886,,,['filter:i to r'],,
C2022_S4_22S01,2025-02-26 14:42:00.019,2025-02-27 03:42:00.019000,2025-02-26 14:56:20.019,2025-02-27 03:56:20.019000,14.33333333333323,15h43m17.21s,-56d34m35.1s,"{'filter': 'r', 'magnitude': 17, 'rate (""/min)': 0.25}",30,25
TransitionBlock,2025-02-26 14:56:20.019,2025-02-27 03:56:20.019000,2025-02-26 14:56:40.019,2025-02-27 03:56:40.019000,0.33333333333327886,,,['filter:r to g'],,
C2022_S4_22S01,2025-02-26 14:57:00.020,2025-02-27 03:57:00.020000,2025-02-26 15:11:20.020,2025-02-27 04:11:20.020000,14.333333333333389,15h43m17.21s,-56d34m35.1s,"{'filter': 'g', 'magnitude': 17, 'rate (""/min)': 0.25}",30,25
TransitionBlock,2025-02-26 15:11:20.020,2025-02-27 04:11:20.020000,2025-02-26 15:12:00.020,2025-02-27 04:12:00.020000,0.6666666666667176,,,['filter:g to i'],,
12P_22S01,2025-02-26 15:12:20.020,2025-02-27 04:12:20.020000,2025-02-26 15:26:40.020,2025-02-27 04:26:40.020000,14.333333333333389,17h15m52.51s,-50d04m13.3s,"{'filter': 'i', 'magnitude': 17, 'rate (""/min)': 0.15}",30,25
TransitionBlock,2025-02-26 15:26:40.020,2025-02-27 04:26:40.020000,2025-02-26 15:27:00.020,2025-02-27 04:27:00.020000,0.33333333333327886,,,['filter:i to r'],,
12P_22S01,2025-02-26 15:27:20.021,2025-02-27 04:27:20.021000,2025-02-26 15:41:40.021,2025-02-27 04:41:40.021000,14.333333333333389,17h15m52.51s,-50d04m13.3s,"{'filter': 'r', 'magnitude': 17, 'rate (""/min)': 0.15}",30,25
TransitionBlock,2025-02-26 15:41:40.021,2025-02-27 04:41:40.021000,2025-02-26 15:42:00.021,2025-02-27 04:42:00.021000,0.33333333333327886,,,['filter:r to g'],,
12P_22S01,2025-02-26 15:42:20.021,2025-02-27 04:42:20.021000,2025-02-26 15:56:40.021,2025-02-27 04:56:40.021000,14.333333333333389,17h15m52.51s,-50d04m13.3s,"{'filter': 'g', 'magnitude': 17, 'rate (""/min)': 0.15}",30,25
TransitionBlock,2025-02-26 15:56:40.021,2025-02-27 04:56:40.021000,2025-02-26 15:57:40.021,2025-02-27 04:57:40.021000,0.9999999999999964,,,['filter:g to i'],,
C2024_G6_22S01,2025-02-26 15:58:00.022,2025-02-27 04:58:00.022000,2025-02-26 16:17:20.022,2025-02-27 05:17:20.022000,19.33333333333337,17h23m56.29s,-28d12m22.7s,"{'filter': 'i', 'magnitude': 18, 'rate (""/min)': 0.13}",60,18
TransitionBlock,2025-02-26 16:17:20.022,2025-02-27 05:17:20.022000,2025-02-26 16:17:40.022,2025-02-27 05:17:40.022000,0.33333333333327886,,,['filter:i to r'],,
C2024_G6_22S01,2025-02-26 16:18:00.023,2025-02-27 05:18:00.023000,2025-02-26 16:37:20.023,2025-02-27 05:37:20.023000,19.33333333333337,17h23m56.29s,-28d12m22.7s,"{'filter': 'r', 'magnitude': 18, 'rate (""/min)': 0.13}",60,18
TransitionBlock,2025-02-26 16:37:20.023,2025-02-27 05:37:20.023000,2025-02-26 16:37:40.023,2025-02-27 05:37:40.023000,0.33333333333327886,,,['filter:r to g'],,
C2024_G6_22S01,2025-02-26 16:38:00.023,2025-02-27 05:38:00.023000,2025-02-26 16:57:20.023,2025-02-27 05:57:20.023000,19.33333333333337,17h23m56.29s,-28d12m22.7s,"{'filter': 'g', 'magnitude': 18, 'rate (""/min)': 0.13}",60,18
TransitionBlock,2025-02-26 16:57:20.023,2025-02-27 05:57:20.023000,2025-02-26 16:58:40.023,2025-02-27 05:58:40.023000,1.3333333333332753,,,['filter:g to i'],,
C2024_J3_22S01,2025-02-26 16:59:00.024,2025-02-27 05:59:00.024000,2025-02-26 17:13:20.024,2025-02-27 06:13:20.024000,14.333333333333389,19h33m53.28s,-26d24m10.4s,"{'filter': 'i', 'magnitude': 17, 'rate (""/min)': 0.32}",30,25
TransitionBlock,2025-02-26 17:13:20.024,2025-02-27 06:13:20.024000,2025-02-26 17:13:40.024,2025-02-27 06:13:40.024000,0.33333333333327886,,,['filter:i to r'],,
C2024_J3_22S01,2025-02-26 17:14:00.025,2025-02-27 06:14:00.025000,2025-02-26 17:28:20.025,2025-02-27 06:28:20.025000,14.333333333333389,19h33m53.28s,-26d24m10.4s,"{'filter': 'r', 'magnitude': 17, 'rate (""/min)': 0.32}",30,25
TransitionBlock,2025-02-26 17:28:20.025,2025-02-27 06:28:20.025000,2025-02-26 17:28:40.025,2025-02-27 06:28:40.025000,0.33333333333327886,,,['filter:r to g'],,
C2024_J3_22S01,2025-02-26 17:29:00.025,2025-02-27 06:29:00.025000,2025-02-26 17:43:20.025,2025-02-27 06:43:20.025000,14.333333333333389,19h33m53.28s,-26d24m10.4s,"{'filter': 'g', 'magnitude': 17, 'rate (""/min)': 0.32}",30,25
