target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
TransitionBlock,2022-11-25 12:18:00.013,2022-11-25 12:21:40.013,3.67,,,['filter:V to R'],,
C2021_T4_2022S-01,2022-11-25 12:21:40.013,2022-11-25 12:38:20.013,16.67,1h26m19.44s,-11d24m59.2s,{'filter': 'R'},20,10
TransitionBlock,2022-11-25 12:38:20.013,2022-11-25 12:40:20.013,2.0,,,[],,
C2021_Y1_2022S-01,2022-11-25 12:41:40.015,2022-11-25 12:58:20.015,16.67,4h28m16.36s,+14d17m12.1s,{'filter': 'R'},20,10
TransitionBlock,2022-11-25 12:58:20.015,2022-11-25 13:00:20.015,2.0,,,[],,
C2019_F1_2022S-01,2022-11-25 13:00:20.015,2022-11-25 13:15:00.015,14.67,1h21m08.36s,-23d40m27.5s,{'filter': 'R'},30,8
TransitionBlock,2022-11-25 13:15:00.015,2022-11-25 13:15:40.015,0.67,,,[],,
2022abid_2022S-05,2022-11-25 13:15:40.015,2022-11-25 13:22:00.015,6.33,2h07m19.492992s,-25d26m26.36988s,{'filter': 'R'},300,1
TransitionBlock,2022-11-25 13:22:00.015,2022-11-25 13:23:20.015,1.33,,,[],,
7P_2022S-01,2022-11-25 13:23:20.015,2022-11-25 13:29:40.015,6.33,3h46m14.68s,+1d43m17.8s,{'filter': 'R'},300,1
TransitionBlock,2022-11-25 13:29:40.015,2022-11-25 13:30:40.015,1.0,,,[],,
P2021_R1_2022S-01,2022-11-25 13:30:40.015,2022-11-25 13:37:00.015,6.33,2h16m47.78s,+6d50m33.5s,{'filter': 'R'},300,1
TransitionBlock,2022-11-25 13:37:00.015,2022-11-25 13:38:00.015,1.0,,,[],,
2022aanf_2022S-05,2022-11-25 13:38:00.015,2022-11-25 13:44:20.015,6.33,4h09m09.625008s,+17d06m59.05008s,{'filter': 'R'},300,1
TransitionBlock,2022-11-25 13:44:20.015,2022-11-25 13:47:40.015,3.33,,,[],,
C2021_E3_2022S-01,2022-11-25 13:51:20.017,2022-11-25 14:08:00.017,16.67,9h47m51.12s,-43d21m35.1s,{'filter': 'R'},20,10
TransitionBlock,2022-11-25 14:08:00.017,2022-11-25 14:09:40.017,1.67,,,[],,
C2021_S3_2022S-01,2022-11-25 14:10:00.018,2022-11-25 14:26:40.018,16.67,6h09m52.38s,-35d52m38.5s,{'filter': 'R'},20,10
TransitionBlock,2022-11-25 14:26:40.018,2022-11-25 14:28:40.018,2.0,,,[],,
C2019_L3_2022S-01,2022-11-25 14:29:00.019,2022-11-25 14:45:40.019,16.67,9h59m33.26s,-23d28m25s,{'filter': 'R'},20,10
TransitionBlock,2022-11-25 14:45:40.019,2022-11-25 14:47:40.019,2.0,,,[],,
C2019_E3_2022S-01,2022-11-25 14:48:00.019,2022-11-25 15:02:00.019,14.0,7h55m30.63s,-74d04m54.2s,{'filter': 'R'},60,6
TransitionBlock,2022-11-25 15:02:00.019,2022-11-25 15:04:40.019,2.67,,,[],,
97P_2022S-01,2022-11-25 15:05:00.020,2022-11-25 15:11:20.020,6.33,9h18m47.47s,-2d30m04.4s,{'filter': 'R'},300,1
TransitionBlock,2022-11-25 15:11:20.020,2022-11-25 15:12:40.020,1.33,,,[],,
C2021_G2_2022S-01,2022-11-25 15:13:00.020,2022-11-25 15:27:40.020,14.67,9h14m00.31s,-35d04m36.8s,{'filter': 'R'},30,8
TransitionBlock,2022-11-25 15:27:40.020,2022-11-25 15:28:40.020,1.0,,,[],,
2022abdh_2022S-05,2022-11-25 15:29:00.021,2022-11-25 15:35:20.021,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'R'},300,1
TransitionBlock,2022-11-25 15:35:20.021,2022-11-25 15:38:20.021,3.0,,,['filter:R to V'],,
2022abdh_2022S-05,2022-11-25 15:38:40.021,2022-11-25 15:45:00.021,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'V'},300,1
TransitionBlock,2022-11-25 15:45:00.021,2022-11-25 15:49:00.021,4.0,,,['filter:V to R'],,
C2022_E2_2022S-01,2022-11-25 15:49:20.022,2022-11-25 16:04:00.022,14.67,10h34m11.97s,-19d40m17.9s,{'filter': 'R'},30,8
TransitionBlock,2022-11-25 16:04:00.022,2022-11-25 16:05:00.022,1.0,,,[],,
C2022_A3_2022S-01,2022-11-25 16:05:20.022,2022-11-25 16:19:20.022,14.0,10h34m06.73s,+5d47m28.4s,{'filter': 'R'},60,6
