target,start time (UTC),start time (local),end time (UTC),end time (local),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2022_L2_22S01,2024-12-13 13:11:20.016,2024-12-14 02:11:20.016000,2024-12-13 13:25:40.016,2024-12-14 02:25:40.016000,14.33333333333323,8h56m15.29s,-42d15m55.5s,"{'filter': 'R', 'magnitude': 16, 'rate (""/min)': 0.93}",30,25
TransitionBlock,2024-12-13 13:25:40.016,2024-12-14 02:25:40.016000,2024-12-13 13:27:40.016,2024-12-14 02:27:40.016000,1.999999999999993,,,[],,
2022_QE78_22S01,2024-12-13 13:28:00.016,2024-12-14 02:28:00.016000,2024-12-13 13:40:20.016,2024-12-14 02:40:20.016000,12.333333333333236,6h38m25.05s,+3d52m06.7s,"{'filter': 'R', 'magnitude': 16, 'rate (""/min)': 0.26}",20,30
C2022_QE78_22S01,2024-12-13 13:40:40.017,2024-12-14 02:40:40.017000,2024-12-13 13:53:00.017,2024-12-14 02:53:00.017000,12.333333333333236,6h38m26.16s,+3d52m29s,"{'filter': 'R', 'magnitude': 15, 'rate (""/min)': 0.26}",20,30
TransitionBlock,2024-12-13 13:53:00.017,2024-12-14 02:53:00.017000,2024-12-13 13:54:20.017,2024-12-14 02:54:20.017000,1.3333333333334352,,,[],,
C2022_R6_22S01,2024-12-13 14:04:20.018,2024-12-14 03:04:20.018000,2024-12-13 14:18:40.018,2024-12-14 03:18:40.018000,14.33333333333323,7h03m16.65s,-30d46m40s,"{'filter': 'R', 'magnitude': 16, 'rate (""/min)': 0.19}",30,25
TransitionBlock,2024-12-13 14:18:40.018,2024-12-14 03:18:40.018000,2024-12-13 14:19:20.018,2024-12-14 03:19:20.018000,0.6666666666665577,,,[],,
C2024_A1_22S01,2024-12-13 14:30:00.019,2024-12-14 03:30:00.019000,2024-12-13 14:44:20.019,2024-12-14 03:44:20.019000,14.33333333333323,7h55m20.79s,-25d54m05.8s,"{'filter': 'R', 'magnitude': 16, 'rate (""/min)': 0.56}",30,25
TransitionBlock,2024-12-13 14:44:20.019,2024-12-14 03:44:20.019000,2024-12-13 14:46:20.019,2024-12-14 03:46:20.019000,1.999999999999993,,,[],,
C2019_L3_22S01,2024-12-13 14:46:40.019,2024-12-14 03:46:40.019000,2024-12-13 15:06:00.019,2024-12-14 04:06:00.019000,19.33333333333337,12h33m43.64s,-54d16m20.4s,"{'filter': 'R', 'magnitude': 18, 'rate (""/min)': 0.27}",60,18
TransitionBlock,2024-12-13 15:06:00.019,2024-12-14 04:06:00.019000,2024-12-13 15:08:40.019,2024-12-14 04:08:40.019000,2.6666666666667105,,,[],,
C2022_U3_22S01,2024-12-13 15:09:00.020,2024-12-14 04:09:00.020000,2024-12-13 15:23:20.020,2024-12-14 04:23:20.020000,14.333333333333389,8h08m02.84s,+2d36m20.5s,"{'filter': 'R', 'magnitude': 17, 'rate (""/min)': 0.32}",30,25
TransitionBlock,2024-12-13 15:23:20.020,2024-12-14 04:23:20.020000,2024-12-13 15:25:00.020,2024-12-14 04:25:00.020000,1.666666666666714,,,[],,
C2024_S1_22S01,2024-12-13 15:26:20.021,2024-12-14 04:26:20.021000,2024-12-13 15:38:40.021,2024-12-14 04:38:40.021000,12.333333333333396,9h46m16.38s,-41d31m18.7s,"{'filter': 'R', 'magnitude': 15, 'rate (""/min)': 3.14}",20,30
TransitionBlock,2024-12-13 15:38:40.021,2024-12-14 04:38:40.021000,2024-12-13 15:40:40.021,2024-12-14 04:40:40.021000,1.999999999999993,,,[],,
29P_22S01,2024-12-13 15:41:00.021,2024-12-14 04:41:00.021000,2024-12-13 15:55:20.021,2024-12-14 04:55:20.021000,14.333333333333389,10h12m55.67s,+8d59m56.4s,"{'filter': 'R', 'magnitude': 17, 'rate (""/min)': 0.04}",30,25
TransitionBlock,2024-12-13 15:55:20.021,2024-12-14 04:55:20.021000,2024-12-13 15:58:20.021,2024-12-14 04:58:20.021000,2.9999999999999893,,,[],,
C2022_S4_22S01,2024-12-13 15:58:40.022,2024-12-14 04:58:40.022000,2024-12-13 16:13:00.022,2024-12-14 05:13:00.022000,14.333333333333389,15h07m03.09s,-58d10m28.7s,"{'filter': 'R', 'magnitude': 17, 'rate (""/min)': 0.49}",30,25
