target,start time (UTC),start time (local),end time (UTC),end time (local),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2022_U3_22S01,2025-02-27 09:55:40.008,2025-02-27 22:55:40.008000,2025-02-27 10:15:00.008,2025-02-27 23:15:00.008000,19.333333333333293,7h36m08.78s,-1d08m18.3s,"{'filter': 'r', 'magnitude': 17, 'rate (""/min)': 0.13}",60,18
TransitionBlock,2025-02-27 10:15:00.008,2025-02-27 23:15:00.008000,2025-02-27 10:15:20.008,2025-02-27 23:15:20.008000,0.3333333333333588,,,['filter:r to i'],,
C2022_U3_22S01,2025-02-27 10:15:20.008,2025-02-27 23:15:20.008000,2025-02-27 10:34:40.008,2025-02-27 23:34:40.008000,19.333333333333293,7h36m08.78s,-1d08m18.3s,"{'filter': 'i', 'magnitude': 17, 'rate (""/min)': 0.13}",60,18
TransitionBlock,2025-02-27 10:34:40.008,2025-02-27 23:34:40.008000,2025-02-27 10:36:00.008,2025-02-27 23:36:00.008000,1.3333333333333552,,,['filter:i to g'],,
C2022_L2_22S01,2025-02-27 10:36:00.008,2025-02-27 23:36:00.008000,2025-02-27 10:50:20.008,2025-02-27 23:50:20.008000,14.333333333333309,6h27m58.53s,-34d07m19.9s,"{'filter': 'g', 'magnitude': 17, 'rate (""/min)': 0.83}",30,25
TransitionBlock,2025-02-27 10:50:20.008,2025-02-27 23:50:20.008000,2025-02-27 10:50:40.008,2025-02-27 23:50:40.008000,0.3333333333333588,,,['filter:g to r'],,
C2022_L2_22S01,2025-02-27 10:50:40.008,2025-02-27 23:50:40.008000,2025-02-27 11:05:00.008,2025-02-28 00:05:00.008000,14.333333333333309,6h27m58.53s,-34d07m19.9s,"{'filter': 'r', 'magnitude': 17, 'rate (""/min)': 0.83}",30,25
TransitionBlock,2025-02-27 11:05:00.008,2025-02-28 00:05:00.008000,2025-02-27 11:05:20.008,2025-02-28 00:05:20.008000,0.3333333333333588,,,['filter:r to i'],,
C2022_L2_22S01,2025-02-27 11:05:20.008,2025-02-28 00:05:20.008000,2025-02-27 11:19:40.008,2025-02-28 00:19:40.008000,14.333333333333309,6h27m58.53s,-34d07m19.9s,"{'filter': 'i', 'magnitude': 17, 'rate (""/min)': 0.83}",30,25
TransitionBlock,2025-02-27 11:19:40.008,2025-02-28 00:19:40.008000,2025-02-27 11:22:00.008,2025-02-28 00:22:00.008000,2.3333333333333517,,,[],,
29P_22S01,2025-02-27 11:36:00.012,2025-02-28 00:36:00.012000,2025-02-27 11:50:20.012,2025-02-28 00:50:20.012000,14.333333333333309,9h49m05.32s,+10d00m00.9s,"{'filter': 'i', 'magnitude': 17, 'rate (""/min)': 0.28}",30,25
TransitionBlock,2025-02-27 11:50:20.012,2025-02-28 00:50:20.012000,2025-02-27 11:50:40.012,2025-02-28 00:50:40.012000,0.3333333333333588,,,['filter:i to g'],,
29P_22S01,2025-02-27 11:51:00.013,2025-02-28 00:51:00.013000,2025-02-27 12:05:20.013,2025-02-28 01:05:20.013000,14.333333333333469,9h49m05.32s,+10d00m00.9s,"{'filter': 'g', 'magnitude': 17, 'rate (""/min)': 0.28}",30,25
TransitionBlock,2025-02-27 12:05:20.013,2025-02-28 01:05:20.013000,2025-02-27 12:05:40.013,2025-02-28 01:05:40.013000,0.33333333333327886,,,['filter:g to r'],,
29P_22S01,2025-02-27 12:05:40.013,2025-02-28 01:05:40.013000,2025-02-27 12:20:00.013,2025-02-28 01:20:00.013000,14.333333333333389,9h49m05.32s,+10d00m00.9s,"{'filter': 'r', 'magnitude': 17, 'rate (""/min)': 0.28}",30,25
TransitionBlock,2025-02-27 12:20:00.013,2025-02-28 01:20:00.013000,2025-02-27 12:22:00.013,2025-02-28 01:22:00.013000,1.999999999999993,,,['filter:r to g'],,
C2024_A1_22S01,2025-02-27 12:22:00.013,2025-02-28 01:22:00.013000,2025-02-27 12:36:20.013,2025-02-28 01:36:20.013000,14.333333333333389,6h37m29.09s,-7d08m07.3s,"{'filter': 'g', 'magnitude': 16, 'rate (""/min)': 0.9}",30,25
TransitionBlock,2025-02-27 12:36:20.013,2025-02-28 01:36:20.013000,2025-02-27 12:36:40.013,2025-02-28 01:36:40.013000,0.33333333333327886,,,['filter:g to r'],,
C2024_A1_22S01,2025-02-27 12:36:40.013,2025-02-28 01:36:40.013000,2025-02-27 12:51:00.013,2025-02-28 01:51:00.013000,14.333333333333389,6h37m29.09s,-7d08m07.3s,"{'filter': 'r', 'magnitude': 16, 'rate (""/min)': 0.9}",30,25
TransitionBlock,2025-02-27 12:51:00.013,2025-02-28 01:51:00.013000,2025-02-27 12:54:00.013,2025-02-28 01:54:00.013000,2.9999999999999893,,,['filter:r to i'],,
C2019_L3_22S01,2025-02-27 13:03:00.016,2025-02-28 02:03:00.016000,2025-02-27 13:22:20.016,2025-02-28 02:22:20.016000,19.33333333333337,12h28m59.64s,-60d00m40s,"{'filter': 'i', 'magnitude': 18, 'rate (""/min)': 0.17}",60,18
TransitionBlock,2025-02-27 13:22:20.016,2025-02-28 02:22:20.016000,2025-02-27 13:22:40.016,2025-02-28 02:22:40.016000,0.33333333333327886,,,['filter:i to r'],,
C2019_L3_22S01,2025-02-27 13:23:00.016,2025-02-28 02:23:00.016000,2025-02-27 13:42:20.016,2025-02-28 02:42:20.016000,19.33333333333337,12h28m59.64s,-60d00m40s,"{'filter': 'r', 'magnitude': 18, 'rate (""/min)': 0.17}",60,18
TransitionBlock,2025-02-27 13:42:20.016,2025-02-28 02:42:20.016000,2025-02-27 13:45:00.016,2025-02-28 02:45:00.016000,2.6666666666667105,,,['filter:r to i'],,
2024_OC2_22S01,2025-02-27 13:45:20.017,2025-02-28 02:45:20.017000,2025-02-27 13:47:20.017,2025-02-28 02:47:20.017000,1.999999999999993,11h40m04.43s,+9d40m50.7s,"{'filter': 'i', 'magnitude': 20, 'rate (""/min)': 1.21}",120,1
TransitionBlock,2025-02-27 13:47:20.017,2025-02-28 02:47:20.017000,2025-02-27 13:47:40.017,2025-02-28 02:47:40.017000,0.33333333333327886,,,['filter:i to g'],,
2024_OC2_22S01,2025-02-27 13:48:00.017,2025-02-28 02:48:00.017000,2025-02-27 13:50:00.017,2025-02-28 02:50:00.017000,1.999999999999993,11h40m04.43s,+9d40m50.7s,"{'filter': 'g', 'magnitude': 20, 'rate (""/min)': 1.21}",120,1
TransitionBlock,2025-02-27 13:50:00.017,2025-02-28 02:50:00.017000,2025-02-27 13:50:20.017,2025-02-28 02:50:20.017000,0.33333333333327886,,,['filter:g to r'],,
2024_OC2_22S01,2025-02-27 13:50:20.017,2025-02-28 02:50:20.017000,2025-02-27 13:52:20.017,2025-02-28 02:52:20.017000,1.999999999999993,11h40m04.43s,+9d40m50.7s,"{'filter': 'r', 'magnitude': 20, 'rate (""/min)': 1.21}",120,1
TransitionBlock,2025-02-27 13:52:20.017,2025-02-28 02:52:20.017000,2025-02-27 13:55:00.017,2025-02-28 02:55:00.017000,2.6666666666667105,,,['filter:r to g'],,
C2019_L3_22S01,2025-02-27 14:07:40.018,2025-02-28 03:07:40.018000,2025-02-27 14:27:00.018,2025-02-28 03:27:00.018000,19.33333333333337,12h28m59.64s,-60d00m40s,"{'filter': 'g', 'magnitude': 18, 'rate (""/min)': 0.17}",60,18
TransitionBlock,2025-02-27 14:27:00.018,2025-02-28 03:27:00.018000,2025-02-27 14:28:00.018,2025-02-28 03:28:00.018000,0.9999999999999964,,,['filter:g to i'],,
C2022_S4_22S01,2025-02-27 14:28:20.019,2025-02-28 03:28:20.019000,2025-02-27 14:42:40.019,2025-02-28 03:42:40.019000,14.33333333333323,15h42m20.3s,-56d32m08s,"{'filter': 'i', 'magnitude': 17, 'rate (""/min)': 0.27}",30,25
TransitionBlock,2025-02-27 14:42:40.019,2025-02-28 03:42:40.019000,2025-02-27 14:43:00.019,2025-02-28 03:43:00.019000,0.33333333333327886,,,['filter:i to r'],,
C2022_S4_22S01,2025-02-27 14:43:20.019,2025-02-28 03:43:20.019000,2025-02-27 14:57:40.019,2025-02-28 03:57:40.019000,14.33333333333323,15h42m20.3s,-56d32m08s,"{'filter': 'r', 'magnitude': 17, 'rate (""/min)': 0.27}",30,25
TransitionBlock,2025-02-27 14:57:40.019,2025-02-28 03:57:40.019000,2025-02-27 14:58:00.019,2025-02-28 03:58:00.019000,0.33333333333327886,,,['filter:r to g'],,
C2022_S4_22S01,2025-02-27 14:58:20.020,2025-02-28 03:58:20.020000,2025-02-27 15:12:40.020,2025-02-28 04:12:40.020000,14.333333333333389,15h42m20.3s,-56d32m08s,"{'filter': 'g', 'magnitude': 17, 'rate (""/min)': 0.27}",30,25
TransitionBlock,2025-02-27 15:12:40.020,2025-02-28 04:12:40.020000,2025-02-27 15:13:20.020,2025-02-28 04:13:20.020000,0.6666666666667176,,,['filter:g to i'],,
12P_22S01,2025-02-27 15:13:40.020,2025-02-28 04:13:40.020000,2025-02-27 15:28:00.020,2025-02-28 04:28:00.020000,14.333333333333389,17h16m11.33s,-50d07m34.2s,"{'filter': 'i', 'magnitude': 17, 'rate (""/min)': 0.14}",30,25
TransitionBlock,2025-02-27 15:28:00.020,2025-02-28 04:28:00.020000,2025-02-27 15:28:20.020,2025-02-28 04:28:20.020000,0.33333333333327886,,,['filter:i to r'],,
12P_22S01,2025-02-27 15:28:40.021,2025-02-28 04:28:40.021000,2025-02-27 15:43:00.021,2025-02-28 04:43:00.021000,14.333333333333389,17h16m11.33s,-50d07m34.2s,"{'filter': 'r', 'magnitude': 17, 'rate (""/min)': 0.14}",30,25
TransitionBlock,2025-02-27 15:43:00.021,2025-02-28 04:43:00.021000,2025-02-27 15:43:20.021,2025-02-28 04:43:20.021000,0.33333333333327886,,,['filter:r to g'],,
12P_22S01,2025-02-27 15:43:40.021,2025-02-28 04:43:40.021000,2025-02-27 15:58:00.021,2025-02-28 04:58:00.021000,14.333333333333389,17h16m11.33s,-50d07m34.2s,"{'filter': 'g', 'magnitude': 17, 'rate (""/min)': 0.14}",30,25
TransitionBlock,2025-02-27 15:58:00.021,2025-02-28 04:58:00.021000,2025-02-27 15:59:00.021,2025-02-28 04:59:00.021000,0.9999999999999964,,,['filter:g to i'],,
C2024_G6_22S01,2025-02-27 15:59:20.022,2025-02-28 04:59:20.022000,2025-02-27 16:18:40.022,2025-02-28 05:18:40.022000,19.33333333333337,17h23m57.88s,-28d08m23.6s,"{'filter': 'i', 'magnitude': 18, 'rate (""/min)': 0.13}",60,18
TransitionBlock,2025-02-27 16:18:40.022,2025-02-28 05:18:40.022000,2025-02-27 16:19:00.022,2025-02-28 05:19:00.022000,0.33333333333327886,,,['filter:i to r'],,
C2024_G6_22S01,2025-02-27 16:19:20.023,2025-02-28 05:19:20.023000,2025-02-27 16:38:40.023,2025-02-28 05:38:40.023000,19.33333333333337,17h23m57.88s,-28d08m23.6s,"{'filter': 'r', 'magnitude': 18, 'rate (""/min)': 0.13}",60,18
TransitionBlock,2025-02-27 16:38:40.023,2025-02-28 05:38:40.023000,2025-02-27 16:39:00.023,2025-02-28 05:39:00.023000,0.33333333333327886,,,['filter:r to g'],,
C2024_G6_22S01,2025-02-27 16:39:20.023,2025-02-28 05:39:20.023000,2025-02-27 16:58:40.023,2025-02-28 05:58:40.023000,19.33333333333337,17h23m57.88s,-28d08m23.6s,"{'filter': 'g', 'magnitude': 18, 'rate (""/min)': 0.13}",60,18
TransitionBlock,2025-02-27 16:58:40.023,2025-02-28 05:58:40.023000,2025-02-27 17:00:00.023,2025-02-28 06:00:00.023000,1.3333333333332753,,,['filter:g to i'],,
C2024_J3_22S01,2025-02-27 17:00:20.024,2025-02-28 06:00:20.024000,2025-02-27 17:14:40.024,2025-02-28 06:14:40.024000,14.333333333333389,19h34m30.81s,-26d18m52.2s,"{'filter': 'i', 'magnitude': 17, 'rate (""/min)': 0.31}",30,25
TransitionBlock,2025-02-27 17:14:40.024,2025-02-28 06:14:40.024000,2025-02-27 17:15:00.024,2025-02-28 06:15:00.024000,0.33333333333327886,,,['filter:i to r'],,
C2024_J3_22S01,2025-02-27 17:15:20.025,2025-02-28 06:15:20.025000,2025-02-27 17:29:40.025,2025-02-28 06:29:40.025000,14.333333333333389,19h34m30.81s,-26d18m52.2s,"{'filter': 'r', 'magnitude': 17, 'rate (""/min)': 0.31}",30,25
TransitionBlock,2025-02-27 17:29:40.025,2025-02-28 06:29:40.025000,2025-02-27 17:30:00.025,2025-02-28 06:30:00.025000,0.33333333333327886,,,['filter:r to g'],,
C2024_J3_22S01,2025-02-27 17:30:20.025,2025-02-28 06:30:20.025000,2025-02-27 17:44:40.025,2025-02-28 06:44:40.025000,14.333333333333389,19h34m30.81s,-26d18m52.2s,"{'filter': 'g', 'magnitude': 17, 'rate (""/min)': 0.31}",30,25
