target,start time (UTC),start time (local),end time (UTC),end time (local),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2021_A9_22S01,2025-01-05 10:48:20.011,2025-01-05 23:48:20.011000,2025-01-05 10:50:20.011,2025-01-05 23:50:20.011000,1.999999999999993,5h11m06.45s,+2d32m28.8s,"{'filter': 'R', 'magnitude': 19, 'rate (""/min)': 0.46}",120,1
TransitionBlock,2025-01-05 10:50:20.011,2025-01-05 23:50:20.011000,2025-01-05 10:51:00.011,2025-01-05 23:51:00.011000,0.6666666666667176,,,[],,
2022_QE78_22S01,2025-01-05 11:48:00.013,2025-01-06 00:48:00.013000,2025-01-05 12:00:20.013,2025-01-06 01:00:20.013000,12.333333333333316,6h28m49.85s,+5d19m25.8s,"{'filter': 'R', 'magnitude': 16, 'rate (""/min)': 0.32}",20,30
C2022_QE78_22S01,2025-01-05 12:00:40.013,2025-01-06 01:00:40.013000,2025-01-05 12:13:00.013,2025-01-06 01:13:00.013000,12.333333333333236,6h28m50.75s,+5d19m55.1s,"{'filter': 'R', 'magnitude': 15, 'rate (""/min)': 0.32}",20,30
TransitionBlock,2025-01-05 12:13:00.013,2025-01-06 01:13:00.013000,2025-01-05 12:14:20.013,2025-01-06 01:14:20.013000,1.3333333333332753,,,[],,
C2022_R6_22S01,2025-01-05 12:24:40.014,2025-01-06 01:24:40.014000,2025-01-05 12:39:00.014,2025-01-06 01:39:00.014000,14.333333333333389,6h54m13.62s,-30d06m52.2s,"{'filter': 'R', 'magnitude': 16, 'rate (""/min)': 0.26}",30,25
TransitionBlock,2025-01-05 12:39:00.014,2025-01-06 01:39:00.014000,2025-01-05 12:39:40.014,2025-01-06 01:39:40.014000,0.6666666666667176,,,[],,
C2024_S1_22S01,2025-01-05 12:52:20.015,2025-01-06 01:52:20.015000,2025-01-05 13:06:40.015,2025-01-06 02:06:40.015000,14.33333333333323,7h22m00.81s,-38d49m56.1s,"{'filter': 'R', 'magnitude': 16, 'rate (""/min)': 2.58}",30,25
TransitionBlock,2025-01-05 13:06:40.015,2025-01-06 02:06:40.015000,2025-01-05 13:07:20.015,2025-01-06 02:07:20.015000,0.6666666666667176,,,[],,
C2024_A1_22S01,2025-01-05 13:07:20.015,2025-01-06 02:07:20.015000,2025-01-05 13:21:40.015,2025-01-06 02:21:40.015000,14.333333333333389,7h30m07.26s,-22d40m46.6s,"{'filter': 'R', 'magnitude': 16, 'rate (""/min)': 0.85}",30,25
TransitionBlock,2025-01-05 13:21:40.015,2025-01-06 02:21:40.015000,2025-01-05 13:22:40.015,2025-01-06 02:22:40.015000,0.9999999999999964,,,[],,
C2022_U3_22S01,2025-01-05 13:29:00.016,2025-01-06 02:29:00.016000,2025-01-05 13:43:20.016,2025-01-06 02:43:20.016000,14.33333333333323,7h58m28.57s,+0d34m59.4s,"{'filter': 'R', 'magnitude': 17, 'rate (""/min)': 0.35}",30,25
TransitionBlock,2025-01-05 13:43:20.016,2025-01-06 02:43:20.016000,2025-01-05 13:45:00.016,2025-01-06 02:45:00.016000,1.666666666666714,,,[],,
C2022_L2_22S01,2025-01-05 13:45:00.016,2025-01-06 02:45:00.016000,2025-01-05 13:59:20.016,2025-01-06 02:59:20.016000,14.33333333333323,8h05m37.47s,-43d30m01.2s,"{'filter': 'R', 'magnitude': 16, 'rate (""/min)': 1.07}",30,25
TransitionBlock,2025-01-05 13:59:20.016,2025-01-06 02:59:20.016000,2025-01-05 14:01:00.016,2025-01-06 03:01:00.016000,1.666666666666714,,,[],,
C2019_L3_22S01,2025-01-05 15:18:20.020,2025-01-06 04:18:20.020000,2025-01-05 15:37:40.020,2025-01-06 04:37:40.020000,19.33333333333337,12h39m21.15s,-56d27m13.7s,"{'filter': 'R', 'magnitude': 18, 'rate (""/min)': 0.23}",60,18
TransitionBlock,2025-01-05 15:37:40.020,2025-01-06 04:37:40.020000,2025-01-05 15:40:20.020,2025-01-06 04:40:20.020000,2.6666666666667105,,,[],,
29P_22S01,2025-01-05 15:40:40.021,2025-01-06 04:40:40.021000,2025-01-05 15:55:00.021,2025-01-06 04:55:00.021000,14.333333333333389,10h10m11.06s,+8d51m32.1s,"{'filter': 'R', 'magnitude': 17, 'rate (""/min)': 0.15}",30,25
TransitionBlock,2025-01-05 15:55:00.021,2025-01-06 04:55:00.021000,2025-01-05 15:57:40.021,2025-01-06 04:57:40.021000,2.6666666666667105,,,[],,
C2021_G2_22S01,2025-01-05 15:59:40.022,2025-01-06 04:59:40.022000,2025-01-05 16:12:00.022,2025-01-06 05:12:00.022000,12.333333333333396,15h04m26.18s,-18d49m42.3s,"{'filter': 'R', 'magnitude': 16, 'rate (""/min)': 0.47}",20,30
TransitionBlock,2025-01-05 16:12:00.022,2025-01-06 05:12:00.022000,2025-01-05 16:13:20.022,2025-01-06 05:13:20.022000,1.3333333333332753,,,[],,
C2022_S4_22S01,2025-01-05 16:13:40.022,2025-01-06 05:13:40.022000,2025-01-05 16:28:00.022,2025-01-06 05:28:00.022000,14.333333333333389,15h34m28.85s,-57d24m35.7s,"{'filter': 'R', 'magnitude': 17, 'rate (""/min)': 0.31}",30,25
